,Country,Region,Income,Year,Population
11492,Jordan,Middle East & North Africa,Lower middle income,2013,7694814.0
11493,Japan,East Asia & Pacific,High income,2013,127445000.0
11494,Kazakhstan,Europe & Central Asia,Upper middle income,2013,17035551.0
11495,Kenya,Sub-Saharan Africa,Lower middle income,2013,44792368.0
11496,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2013,5719600.0
11497,Cambodia,East Asia & Pacific,Lower middle income,2013,14999683.0
11498,Kiribati,East Asia & Pacific,Lower middle income,2013,113311.0
11499,St. Kitts and Nevis,Latin America & Caribbean,High income,2013,47767.0
11500,"Korea, Rep.",East Asia & Pacific,High income,2013,50428893.0
11501,Kuwait,Middle East & North Africa,High income,2013,3646518.0
11502,Lao PDR,East Asia & Pacific,Lower middle income,2013,6600742.0
11503,Lebanon,Middle East & North Africa,Lower middle income,2013,5678851.0
11504,Liberia,Sub-Saharan Africa,Low income,2013,4427313.0
11505,Libya,Middle East & North Africa,Upper middle income,2013,5985221.0
11506,St. Lucia,Latin America & Caribbean,Upper middle income,2013,173978.0
11507,Liechtenstein,Europe & Central Asia,High income,2013,36806.0
11508,Sri Lanka,South Asia,Lower middle income,2013,21131756.0
11509,Lesotho,Sub-Saharan Africa,Lower middle income,2013,2073939.0
11510,Lithuania,Europe & Central Asia,High income,2013,2957689.0
11511,Luxembourg,Europe & Central Asia,High income,2013,543360.0
11512,Latvia,Europe & Central Asia,High income,2013,2012647.0
11513,"Macao SAR, China",East Asia & Pacific,High income,2013,593374.0
11514,St. Martin (French part),Latin America & Caribbean,High income,2013,35639.0
11515,Morocco,Middle East & North Africa,Lower middle income,2013,33803527.0
11516,Monaco,Europe & Central Asia,High income,2013,35425.0
11517,Moldova,Europe & Central Asia,Upper middle income,2013,2859558.0
11518,Madagascar,Sub-Saharan Africa,Low income,2013,23588073.0
11519,Maldives,South Asia,Upper middle income,2013,400728.0
11520,Mexico,Latin America & Caribbean,Upper middle income,2013,117290686.0
11521,Marshall Islands,East Asia & Pacific,Upper middle income,2013,51352.0
11522,North Macedonia,Europe & Central Asia,Upper middle income,2013,2064032.0
11523,Mali,Sub-Saharan Africa,Low income,2013,17004033.0
11524,Malta,Middle East & North Africa,High income,2013,425967.0
11525,Myanmar,East Asia & Pacific,Lower middle income,2013,50648334.0
11526,Montenegro,Europe & Central Asia,Upper middle income,2013,621207.0
11527,Mongolia,East Asia & Pacific,Lower middle income,2013,2845153.0
11528,Northern Mariana Islands,East Asia & Pacific,High income,2013,52141.0
11529,Mozambique,Sub-Saharan Africa,Low income,2013,25251731.0
11530,Mauritania,Sub-Saharan Africa,Lower middle income,2013,3742959.0
11531,Mauritius,Sub-Saharan Africa,Upper middle income,2013,1258927.0
11532,Malawi,Sub-Saharan Africa,Low income,2013,16024775.0
11533,Malaysia,East Asia & Pacific,Upper middle income,2013,30134807.0
11534,Namibia,Sub-Saharan Africa,Upper middle income,2013,2204510.0
11535,New Caledonia,East Asia & Pacific,High income,2013,263650.0
11536,Niger,Sub-Saharan Africa,Low income,2013,18653199.0
11537,Nigeria,Sub-Saharan Africa,Lower middle income,2013,174726123.0
11538,Nicaragua,Latin America & Caribbean,Lower middle income,2013,6119379.0
11539,Netherlands,Europe & Central Asia,High income,2013,16804432.0
11540,Norway,Europe & Central Asia,High income,2013,5079623.0
11541,Nepal,South Asia,Lower middle income,2013,27381555.0
11542,Nauru,East Asia & Pacific,High income,2013,10694.0
11543,New Zealand,East Asia & Pacific,High income,2013,4442100.0
11544,Oman,Middle East & North Africa,High income,2013,3816680.0
11545,Pakistan,South Asia,Lower middle income,2013,205337562.0
11546,Panama,Latin America & Caribbean,High income,2013,3821556.0
11547,Peru,Latin America & Caribbean,Upper middle income,2013,30038809.0
11548,Philippines,East Asia & Pacific,Lower middle income,2013,99700107.0
11549,Palau,East Asia & Pacific,Upper middle income,2013,17805.0
11550,Papua New Guinea,East Asia & Pacific,Lower middle income,2013,8245627.0
11551,Poland,Europe & Central Asia,High income,2013,38040196.0
11552,Puerto Rico,Latin America & Caribbean,High income,2013,3593077.0
11553,"Korea, Dem. People's Rep.",East Asia & Pacific,Low income,2013,25001819.0
11554,Portugal,Europe & Central Asia,High income,2013,10457295.0
11555,Paraguay,Latin America & Caribbean,Upper middle income,2013,6005652.0
11556,French Polynesia,East Asia & Pacific,High income,2013,288032.0
11557,Qatar,Middle East & North Africa,High income,2013,2035501.0
11558,Romania,Europe & Central Asia,High income,2013,19983693.0
11559,Russian Federation,Europe & Central Asia,Upper middle income,2013,143506995.0
11560,Rwanda,Sub-Saharan Africa,Low income,2013,11101350.0
11561,Saudi Arabia,Middle East & North Africa,High income,2013,31482498.0
11562,Sudan,Sub-Saharan Africa,Low income,2013,35990704.0
11563,Senegal,Sub-Saharan Africa,Lower middle income,2013,13595566.0
11564,Singapore,East Asia & Pacific,High income,2013,5399162.0
11565,Solomon Islands,East Asia & Pacific,Lower middle income,2013,582365.0
11566,Sierra Leone,Sub-Saharan Africa,Low income,2013,6964859.0
11567,El Salvador,Latin America & Caribbean,Upper middle income,2013,6185642.0
11568,San Marino,Europe & Central Asia,High income,2013,33285.0
11569,Somalia,Sub-Saharan Africa,Low income,2013,12852485.0
11570,Serbia,Europe & Central Asia,Upper middle income,2013,7164132.0
11571,South Sudan,Sub-Saharan Africa,Low income,2013,11106031.0
11572,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,2013,193757.0
11573,Suriname,Latin America & Caribbean,Upper middle income,2013,563947.0
11574,Slovak Republic,Europe & Central Asia,High income,2013,5413393.0
11575,Slovenia,Europe & Central Asia,High income,2013,2059953.0
11576,Sweden,Europe & Central Asia,High income,2013,9600379.0
11577,Eswatini,Sub-Saharan Africa,Lower middle income,2013,1118319.0
11578,Sint Maarten (Dutch part),Latin America & Caribbean,High income,2013,36607.0
11579,Seychelles,Sub-Saharan Africa,High income,2013,89949.0
11580,Syrian Arab Republic,Middle East & North Africa,Low income,2013,21495821.0
11581,Turks and Caicos Islands,Latin America & Caribbean,High income,2013,33594.0
11582,Chad,Sub-Saharan Africa,Low income,2013,13216766.0
11583,Togo,Sub-Saharan Africa,Low income,2013,7106229.0
11584,Thailand,East Asia & Pacific,Upper middle income,2013,69578602.0
11585,Tajikistan,Europe & Central Asia,Lower middle income,2013,8136610.0
11586,Turkmenistan,Europe & Central Asia,Upper middle income,2013,5560095.0
11587,Timor-Leste,East Asia & Pacific,Lower middle income,2013,1161555.0
11588,Tonga,East Asia & Pacific,Upper middle income,2013,107089.0
11589,Trinidad and Tobago,Latin America & Caribbean,High income,2013,1440729.0
11590,Tunisia,Middle East & North Africa,Lower middle income,2013,11300284.0
11591,Turkiye,Europe & Central Asia,Upper middle income,2013,76147624.0
11592,Tuvalu,East Asia & Pacific,Upper middle income,2013,10918.0
11593,Tanzania,Sub-Saharan Africa,Lower middle income,2013,49253643.0
11594,Uganda,Sub-Saharan Africa,Low income,2013,35273570.0
11595,Ukraine,Europe & Central Asia,Lower middle income,2013,45489648.0
11596,Uruguay,Latin America & Caribbean,High income,2013,3381180.0
11597,United States,North America,High income,2013,316059947.0
11598,Uzbekistan,Europe & Central Asia,Lower middle income,2013,30243200.0
11599,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,2013,107450.0
11600,British Virgin Islands,Latin America & Caribbean,High income,2013,28657.0
11601,Virgin Islands (U.S.),Latin America & Caribbean,High income,2013,108041.0
11602,Viet Nam,East Asia & Pacific,Lower middle income,2013,90267739.0
11603,Vanuatu,East Asia & Pacific,Lower middle income,2013,263534.0
11604,Samoa,East Asia & Pacific,Lower middle income,2013,199939.0
11605,Kosovo,Europe & Central Asia,Upper middle income,2013,1818117.0
11606,"Yemen, Rep.",Middle East & North Africa,Low income,2013,26984002.0
11607,South Africa,Sub-Saharan Africa,Upper middle income,2013,53873616.0
11608,Zambia,Sub-Saharan Africa,Lower middle income,2013,15234976.0
11609,Zimbabwe,Sub-Saharan Africa,Lower middle income,2013,13555422.0
11610,Aruba,Latin America & Caribbean,High income,2014,103594.0
11611,Afghanistan,South Asia,Low income,2014,32716210.0
11612,Angola,Sub-Saharan Africa,Lower middle income,2014,27128337.0
11613,Albania,Europe & Central Asia,Upper middle income,2014,2889104.0
11614,Andorra,Europe & Central Asia,High income,2014,71621.0
11615,United Arab Emirates,Middle East & North Africa,High income,2014,8835951.0
11616,Argentina,Latin America & Caribbean,Upper middle income,2014,42669500.0
11617,Armenia,Europe & Central Asia,Upper middle income,2014,2889930.0
11618,American Samoa,East Asia & Pacific,High income,2014,52217.0
11619,Antigua and Barbuda,Latin America & Caribbean,High income,2014,89236.0
11620,Australia,East Asia & Pacific,High income,2014,23475686.0
11621,Austria,Europe & Central Asia,High income,2014,8546356.0
11622,Azerbaijan,Europe & Central Asia,Upper middle income,2014,9535079.0
11623,Burundi,Sub-Saharan Africa,Low income,2014,10494913.0
11624,Belgium,Europe & Central Asia,High income,2014,11209057.0
11625,Benin,Sub-Saharan Africa,Lower middle income,2014,10614844.0
11626,Burkina Faso,Sub-Saharan Africa,Low income,2014,18169842.0
11627,Bangladesh,South Asia,Lower middle income,2014,155961299.0
11628,Bulgaria,Europe & Central Asia,Upper middle income,2014,7223938.0
11629,Bahrain,Middle East & North Africa,High income,2014,1311134.0
11630,"Bahamas, The",Latin America & Caribbean,High income,2014,389131.0
11631,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,2014,3571068.0
11632,Belarus,Europe & Central Asia,Upper middle income,2014,9448515.0
11633,Belize,Latin America & Caribbean,Upper middle income,2014,352335.0
11634,Bermuda,North America,High income,2014,65138.0
11635,Bolivia,Latin America & Caribbean,Lower middle income,2014,10916987.0
11636,Brazil,Latin America & Caribbean,Upper middle income,2014,203459650.0
11637,Barbados,Latin America & Caribbean,High income,2014,277493.0
11638,Brunei Darussalam,East Asia & Pacific,High income,2014,416656.0
11639,Bhutan,South Asia,Lower middle income,2014,736357.0
11640,Botswana,Sub-Saharan Africa,Upper middle income,2014,2260376.0
11641,Central African Republic,Sub-Saharan Africa,Low income,2014,4798734.0
11642,Canada,North America,High income,2014,35437435.0
11643,Switzerland,Europe & Central Asia,High income,2014,8188649.0
11644,Channel Islands,Europe & Central Asia,High income,2014,160912.0
11645,Chile,Latin America & Caribbean,High income,2014,17687108.0
11646,China,East Asia & Pacific,Upper middle income,2014,1371860000.0
11647,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2014,22995555.0
11648,Cameroon,Sub-Saharan Africa,Lower middle income,2014,22299585.0
11649,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2014,76035588.0
11650,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2014,4944861.0
11651,Colombia,Latin America & Caribbean,Upper middle income,2014,46677947.0
11652,Comoros,Sub-Saharan Africa,Lower middle income,2014,714612.0
11653,Cabo Verde,Sub-Saharan Africa,Lower middle income,2014,546076.0
11654,Costa Rica,Latin America & Caribbean,Upper middle income,2014,4844288.0
11655,Cuba,Latin America & Caribbean,Upper middle income,2014,11332026.0
11656,Curacao,Latin America & Caribbean,High income,2014,155909.0
11657,Cayman Islands,Latin America & Caribbean,High income,2014,59559.0
11658,Cyprus,Europe & Central Asia,High income,2014,1176995.0
11659,Czechia,Europe & Central Asia,High income,2014,10525347.0
11660,Germany,Europe & Central Asia,High income,2014,80982500.0
11661,Djibouti,Middle East & North Africa,Lower middle income,2014,989087.0
11662,Dominica,Latin America & Caribbean,Upper middle income,2014,69371.0
11663,Denmark,Europe & Central Asia,High income,2014,5643475.0
11664,Dominican Republic,Latin America & Caribbean,Upper middle income,2014,10282115.0
11665,Algeria,Middle East & North Africa,Lower middle income,2014,38760168.0
11666,Ecuador,Latin America & Caribbean,Upper middle income,2014,15957994.0
11667,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2014,95592324.0
11668,Eritrea,Sub-Saharan Africa,Low income,2014,3323425.0
11669,Spain,Europe & Central Asia,High income,2014,46480882.0
11670,Estonia,Europe & Central Asia,High income,2014,1314545.0
11671,Ethiopia,Sub-Saharan Africa,Low income,2014,99746766.0
11672,Finland,Europe & Central Asia,High income,2014,5461512.0
11673,Fiji,East Asia & Pacific,Upper middle income,2014,915560.0
11674,France,Europe & Central Asia,High income,2014,66312067.0
11675,Faroe Islands,Europe & Central Asia,High income,2014,48465.0
11676,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2014,109024.0
11677,Gabon,Sub-Saharan Africa,Upper middle income,2014,1966855.0
11678,United Kingdom,Europe & Central Asia,High income,2014,64602298.0
11679,Georgia,Europe & Central Asia,Upper middle income,2014,3719414.0
11680,Ghana,Sub-Saharan Africa,Lower middle income,2014,28196358.0
11681,Gibraltar,Europe & Central Asia,High income,2014,32452.0
11682,Guinea,Sub-Saharan Africa,Lower middle income,2014,11333365.0
11683,"Gambia, The",Sub-Saharan Africa,Low income,2014,2189019.0
11684,Guinea-Bissau,Sub-Saharan Africa,Low income,2014,1743309.0
11685,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2014,1295183.0
11686,Greece,Europe & Central Asia,High income,2014,10892413.0
11687,Grenada,Latin America & Caribbean,Upper middle income,2014,117972.0
11688,Greenland,Europe & Central Asia,High income,2014,56295.0
11689,Guatemala,Latin America & Caribbean,Upper middle income,2014,15306316.0
11690,Guam,East Asia & Pacific,High income,2014,167543.0
11691,Guyana,Latin America & Caribbean,High income,2014,751115.0
11692,"Hong Kong SAR, China",East Asia & Pacific,High income,2014,7229500.0
11693,Honduras,Latin America & Caribbean,Lower middle income,2014,9127846.0
11694,Croatia,Europe & Central Asia,High income,2014,4238389.0
11695,Haiti,Latin America & Caribbean,Lower middle income,2014,10412740.0
11696,Hungary,Europe & Central Asia,High income,2014,9866468.0
11697,Indonesia,East Asia & Pacific,Upper middle income,2014,256229761.0
11698,Isle of Man,Europe & Central Asia,High income,2014,83896.0
11699,India,South Asia,Lower middle income,2014,1307246509.0
11700,Ireland,Europe & Central Asia,High income,2014,4657740.0
11701,"Iran, Islamic Rep.",Middle East & North Africa,Lower middle income,2014,79961672.0
11702,Iraq,Middle East & North Africa,Upper middle income,2014,36746488.0
11703,Iceland,Europe & Central Asia,High income,2014,327386.0
11704,Israel,Middle East & North Africa,High income,2014,8215700.0
11705,Italy,Europe & Central Asia,High income,2014,60789140.0
11706,Jamaica,Latin America & Caribbean,Upper middle income,2014,2784543.0
11707,Jordan,Middle East & North Africa,Lower middle income,2014,8658026.0
11708,Japan,East Asia & Pacific,High income,2014,127276000.0
11709,Kazakhstan,Europe & Central Asia,Upper middle income,2014,17288285.0
11710,Kenya,Sub-Saharan Africa,Lower middle income,2014,45831863.0
11711,Kyrgyz Republic,Europe & Central Asia,Lower middle income,2014,5835500.0
11712,Cambodia,East Asia & Pacific,Lower middle income,2014,15210817.0
11713,Kiribati,East Asia & Pacific,Lower middle income,2014,114985.0
11714,St. Kitts and Nevis,Latin America & Caribbean,High income,2014,47789.0
11715,"Korea, Rep.",East Asia & Pacific,High income,2014,50746659.0
11716,Kuwait,Middle East & North Africa,High income,2014,3761584.0
11717,Lao PDR,East Asia & Pacific,Lower middle income,2014,6691454.0
11718,Lebanon,Middle East & North Africa,Lower middle income,2014,6274342.0
11719,Liberia,Sub-Saharan Africa,Low income,2014,4519398.0
11720,Libya,Middle East & North Africa,Upper middle income,2014,6097764.0
11721,St. Lucia,Latin America & Caribbean,Upper middle income,2014,174804.0
11722,Liechtenstein,Europe & Central Asia,High income,2014,37096.0
11723,Sri Lanka,South Asia,Lower middle income,2014,21239457.0
11724,Lesotho,Sub-Saharan Africa,Lower middle income,2014,2095242.0
11725,Lithuania,Europe & Central Asia,High income,2014,2932367.0
11726,Luxembourg,Europe & Central Asia,High income,2014,556319.0
